time,code,test_year,seed,episodes,window,features,hidden,lr,gamma,target_every,eps_decay,ret,excess_bh,sortino,mdd,trades,data_hash,train_len,churn,penalty
09-17 14:14,005930,2019,10,10,10,slim5,128,0.001,0.99,500,0.999,0.2167,-0.2232,1.647,-0.2223,31,7cc7facc7e,5,hold10,0.0
09-17 14:15,005930,2019,11,10,10,slim5,128,0.001,0.99,500,0.999,0.1999,-0.24,1.475,-0.1973,30,7cc7facc7e,5,hold10,0.0
09-17 14:16,005930,2019,12,10,10,slim5,128,0.001,0.99,500,0.999,0.2613,-0.1786,1.939,-0.1849,27,7cc7facc7e,5,hold10,0.0
09-17 14:17,005930,2019,13,10,10,slim5,128,0.001,0.99,500,0.999,0.3532,-0.0867,2.417,-0.1441,30,7cc7facc7e,5,hold10,0.0
09-17 14:17,005930,2019,14,10,10,slim5,128,0.001,0.99,500,0.999,0.0156,-0.4243,0.241,-0.2108,29,7cc7facc7e,5,hold10,0.0
09-17 14:18,005930,2019,15,10,10,slim5,128,0.001,0.99,500,0.999,0.1832,-0.2568,1.316,-0.1343,24,7cc7facc7e,5,hold10,0.0
09-17 14:18,005930,2019,16,10,10,slim5,128,0.001,0.99,500,0.999,0.203,-0.2369,1.635,-0.1653,26,7cc7facc7e,5,hold10,0.0
09-17 14:19,005930,2019,17,10,10,slim5,128,0.001,0.99,500,0.999,0.1918,-0.2482,1.521,-0.099,21,7cc7facc7e,5,hold10,0.0
09-17 14:19,005930,2019,18,10,10,slim5,128,0.001,0.99,500,0.999,0.0843,-0.3557,0.735,-0.1699,25,7cc7facc7e,5,hold10,0.0
09-17 14:20,005930,2019,19,10,10,slim5,128,0.001,0.99,500,0.999,0.1214,-0.3186,0.983,-0.1351,22,7cc7facc7e,5,hold10,0.0
09-17 14:20,005930,2019,20,10,10,slim5,128,0.001,0.99,500,0.999,0.2643,-0.1757,1.945,-0.1709,32,7cc7facc7e,5,hold10,0.0
09-17 14:21,005930,2020,1,10,10,slim5,128,0.001,0.99,500,0.999,0.1925,-0.2745,1.113,-0.3186,17,7cc7facc7e,5,hold10,0.0
09-17 14:22,005930,2020,2,10,10,slim5,128,0.001,0.99,500,0.999,0.4038,-0.0633,1.931,-0.2874,34,7cc7facc7e,5,hold10,0.0
09-17 14:23,005930,2020,3,10,10,slim5,128,0.001,0.99,500,0.999,0.478,0.011,2.345,-0.2808,28,7cc7facc7e,5,hold10,0.0
09-17 14:23,005930,2020,4,10,10,slim5,128,0.001,0.99,500,0.999,0.324,-0.143,1.866,-0.2287,25,7cc7facc7e,5,hold10,0.0
09-17 14:24,005930,2020,5,10,10,slim5,128,0.001,0.99,500,0.999,0.3831,-0.084,1.792,-0.2643,31,7cc7facc7e,5,hold10,0.0
09-17 14:25,005930,2020,6,10,10,slim5,128,0.001,0.99,500,0.999,0.4095,-0.0576,1.964,-0.3117,25,7cc7facc7e,5,hold10,0.0
09-17 14:25,005930,2020,7,10,10,slim5,128,0.001,0.99,500,0.999,0.4712,0.0041,2.218,-0.2612,33,7cc7facc7e,5,hold10,0.0
09-17 14:26,005930,2020,8,10,10,slim5,128,0.001,0.99,500,0.999,0.3714,-0.0956,1.808,-0.3092,26,7cc7facc7e,5,hold10,0.0
09-17 14:27,005930,2020,9,10,10,slim5,128,0.001,0.99,500,0.999,0.1133,-0.3538,0.692,-0.3343,18,7cc7facc7e,5,hold10,0.0
09-17 14:27,005930,2020,10,10,10,slim5,128,0.001,0.99,500,0.999,0.4507,-0.0163,2.022,-0.3097,25,7cc7facc7e,5,hold10,0.0
09-17 14:28,005930,2020,11,10,10,slim5,128,0.001,0.99,500,0.999,0.5166,0.0496,2.299,-0.1882,31,7cc7facc7e,5,hold10,0.0
09-17 14:28,005930,2020,12,10,10,slim5,128,0.001,0.99,500,0.999,0.3505,-0.1165,1.631,-0.2715,29,7cc7facc7e,5,hold10,0.0
09-17 14:29,005930,2020,13,10,10,slim5,128,0.001,0.99,500,0.999,0.3032,-0.1638,1.743,-0.1871,25,7cc7facc7e,5,hold10,0.0
09-17 14:30,005930,2020,14,10,10,slim5,128,0.001,0.99,500,0.999,0.2171,-0.25,1.1,-0.2307,28,7cc7facc7e,5,hold10,0.0
09-17 14:30,005930,2020,15,10,10,slim5,128,0.001,0.99,500,0.999,0.6056,0.1385,2.977,-0.1593,32,7cc7facc7e,5,hold10,0.0
09-17 14:31,005930,2020,16,10,10,slim5,128,0.001,0.99,500,0.999,0.326,-0.1411,1.526,-0.2815,27,7cc7facc7e,5,hold10,0.0
09-17 14:31,005930,2020,17,10,10,slim5,128,0.001,0.99,500,0.999,0.7052,0.2382,2.956,-0.211,30,7cc7facc7e,5,hold10,0.0
09-17 14:32,005930,2020,18,10,10,slim5,128,0.001,0.99,500,0.999,0.415,-0.0521,2.074,-0.2574,27,7cc7facc7e,5,hold10,0.0
09-17 14:32,005930,2020,19,10,10,slim5,128,0.001,0.99,500,0.999,0.1056,-0.3615,0.692,-0.3199,31,7cc7facc7e,5,hold10,0.0
09-17 14:33,005930,2020,20,10,10,slim5,128,0.001,0.99,500,0.999,0.5131,0.046,2.391,-0.2257,28,7cc7facc7e,5,hold10,0.0
09-17 14:33,005930,2018,1,10,10,slim5,256,0.001,0.99,500,0.999,-0.041,0.1993,-0.156,-0.109,22,7cc7facc7e,5,hold10,0.0
09-17 14:34,005930,2018,2,10,10,slim5,256,0.001,0.99,500,0.999,-0.171,0.0693,-1.181,-0.271,22,7cc7facc7e,5,hold10,0.0
09-17 14:34,005930,2018,3,10,10,slim5,256,0.001,0.99,500,0.999,0.0527,0.2929,0.508,-0.1296,19,7cc7facc7e,5,hold10,0.0
09-17 14:35,005930,2018,4,10,10,slim5,256,0.001,0.99,500,0.999,-0.2589,-0.0186,-1.652,-0.3085,25,7cc7facc7e,5,hold10,0.0
09-17 14:35,005930,2018,5,10,10,slim5,256,0.001,0.99,500,0.999,-0.2473,-0.007,-1.74,-0.2562,21,7cc7facc7e,5,hold10,0.0
09-17 14:36,005930,2018,6,10,10,slim5,256,0.001,0.99,500,0.999,-0.2117,0.0286,-1.33,-0.2978,28,7cc7facc7e,5,hold10,0.0
09-17 14:37,005930,2018,7,10,10,slim5,256,0.001,0.99,500,0.999,-0.2106,0.0296,-1.305,-0.2557,22,7cc7facc7e,5,hold10,0.0
09-17 14:37,005930,2018,8,10,10,slim5,256,0.001,0.99,500,0.999,-0.2184,0.0218,-1.397,-0.3075,36,7cc7facc7e,5,hold10,0.0
09-17 14:38,005930,2018,9,10,10,slim5,256,0.001,0.99,500,0.999,-0.1994,0.0409,-1.27,-0.2487,31,7cc7facc7e,5,hold10,0.0
09-17 14:38,005930,2018,10,10,10,slim5,256,0.001,0.99,500,0.999,-0.2785,-0.0382,-1.972,-0.2868,25,7cc7facc7e,5,hold10,0.0
09-17 14:39,005930,2018,11,10,10,slim5,256,0.001,0.99,500,0.999,-0.2965,-0.0562,-2.172,-0.3423,25,7cc7facc7e,5,hold10,0.0
09-17 14:39,005930,2018,12,10,10,slim5,256,0.001,0.99,500,0.999,-0.384,-0.1437,-2.722,-0.3968,24,7cc7facc7e,5,hold10,0.0
09-17 14:40,005930,2018,13,10,10,slim5,256,0.001,0.99,500,0.999,-0.0893,0.151,-0.466,-0.1797,27,7cc7facc7e,5,hold10,0.0
09-17 14:40,005930,2018,14,10,10,slim5,256,0.001,0.99,500,0.999,-0.2742,-0.0339,-1.891,-0.317,29,7cc7facc7e,5,hold10,0.0
09-17 14:41,005930,2018,15,10,10,slim5,256,0.001,0.99,500,0.999,-0.2364,0.0039,-1.676,-0.3186,36,7cc7facc7e,5,hold10,0.0
09-17 14:41,005930,2018,16,10,10,slim5,256,0.001,0.99,500,0.999,-0.3424,-0.1021,-2.427,-0.3561,30,7cc7facc7e,5,hold10,0.0
09-17 14:42,005930,2018,17,10,10,slim5,256,0.001,0.99,500,0.999,-0.1642,0.0761,-0.94,-0.211,33,7cc7facc7e,5,hold10,0.0
09-17 14:42,005930,2018,18,10,10,slim5,256,0.001,0.99,500,0.999,-0.4234,-0.1831,-3.276,-0.4301,28,7cc7facc7e,5,hold10,0.0
09-17 14:43,005930,2018,19,10,10,slim5,256,0.001,0.99,500,0.999,-0.2402,0.0001,-1.674,-0.2597,31,7cc7facc7e,5,hold10,0.0
09-17 14:44,005930,2018,20,10,10,slim5,256,0.001,0.99,500,0.999,-0.3096,-0.0693,-2.287,-0.3415,18,7cc7facc7e,5,hold10,0.0
09-17 14:44,005930,2019,1,10,10,slim5,256,0.001,0.99,500,0.999,0.516,0.076,3.358,-0.1126,31,7cc7facc7e,5,hold10,0.0
09-17 14:45,005930,2019,2,10,10,slim5,256,0.001,0.99,500,0.999,0.2524,-0.1876,1.776,-0.153,31,7cc7facc7e,5,hold10,0.0
09-17 14:46,005930,2019,3,10,10,slim5,256,0.001,0.99,500,0.999,0.2164,-0.2235,1.484,-0.1119,24,7cc7facc7e,5,hold10,0.0
09-17 14:47,005930,2019,4,10,10,slim5,256,0.001,0.99,500,0.999,0.3617,-0.0783,2.364,-0.1608,20,7cc7facc7e,5,hold10,0.0
09-17 14:48,005930,2019,5,10,10,slim5,256,0.001,0.99,500,0.999,0.4478,0.0078,2.796,-0.1224,27,7cc7facc7e,5,hold10,0.0
09-17 14:49,005930,2019,6,10,10,slim5,256,0.001,0.99,500,0.999,0.3979,-0.042,2.736,-0.1255,24,7cc7facc7e,5,hold10,0.0
09-17 14:50,005930,2019,7,10,10,slim5,256,0.001,0.99,500,0.999,0.3218,-0.1182,2.235,-0.1685,24,7cc7facc7e,5,hold10,0.0
09-17 14:51,005930,2019,8,10,10,slim5,256,0.001,0.99,500,0.999,0.3118,-0.1281,2.364,-0.0971,32,7cc7facc7e,5,hold10,0.0
09-17 14:52,005930,2019,9,10,10,slim5,256,0.001,0.99,500,0.999,0.3464,-0.0935,2.496,-0.1073,32,7cc7facc7e,5,hold10,0.0
09-17 14:53,005930,2019,10,10,10,slim5,256,0.001,0.99,500,0.999,-0.134,-0.574,-0.938,-0.2731,23,7cc7facc7e,5,hold10,0.0
09-17 14:54,005930,2019,11,10,10,slim5,256,0.001,0.99,500,0.999,0.458,0.018,3.073,-0.1071,21,7cc7facc7e,5,hold10,0.0
09-17 14:55,005930,2019,12,10,10,slim5,256,0.001,0.99,500,0.999,0.3176,-0.1223,2.308,-0.1627,22,7cc7facc7e,5,hold10,0.0
09-17 14:55,005930,2019,13,10,10,slim5,256,0.001,0.99,500,0.999,0.2495,-0.1904,1.803,-0.2138,29,7cc7facc7e,5,hold10,0.0
09-17 14:56,005930,2019,14,10,10,slim5,256,0.001,0.99,500,0.999,-0.0482,-0.4882,-0.235,-0.222,29,7cc7facc7e,5,hold10,0.0
09-17 14:57,005930,2019,15,10,10,slim5,256,0.001,0.99,500,0.999,0.1471,-0.2929,1.168,-0.1521,30,7cc7facc7e,5,hold10,0.0
09-17 14:57,005930,2019,16,10,10,slim5,256,0.001,0.99,500,0.999,0.3358,-0.1042,2.395,-0.1298,28,7cc7facc7e,5,hold10,0.0
09-17 14:58,005930,2019,17,10,10,slim5,256,0.001,0.99,500,0.999,-0.0971,-0.5371,-0.628,-0.2061,25,7cc7facc7e,5,hold10,0.0
09-17 14:59,005930,2019,18,10,10,slim5,256,0.001,0.99,500,0.999,0.2526,-0.1874,2.089,-0.0987,26,7cc7facc7e,5,hold10,0.0
09-17 14:59,005930,2019,19,10,10,slim5,256,0.001,0.99,500,0.999,0.205,-0.2349,1.535,-0.1937,31,7cc7facc7e,5,hold10,0.0
09-17 15:01,005930,2019,20,10,10,slim5,256,0.001,0.99,500,0.999,0.0902,-0.3497,0.798,-0.1208,17,7cc7facc7e,5,hold10,0.0
09-17 15:02,005930,2020,1,10,10,slim5,256,0.001,0.99,500,0.999,0.437,-0.0301,2.363,-0.226,29,7cc7facc7e,5,hold10,0.0
09-17 15:03,005930,2020,2,10,10,slim5,256,0.001,0.99,500,0.999,0.1529,-0.3142,0.933,-0.3399,23,7cc7facc7e,5,hold10,0.0
09-17 15:04,005930,2020,3,10,10,slim5,256,0.001,0.99,500,0.999,0.5292,0.0622,2.415,-0.2547,34,7cc7facc7e,5,hold10,0.0
09-17 15:05,005930,2020,4,10,10,slim5,256,0.001,0.99,500,0.999,0.1432,-0.3238,0.836,-0.3013,27,7cc7facc7e,5,hold10,0.0
09-17 15:06,005930,2020,5,10,10,slim5,256,0.001,0.99,500,0.999,0.7355,0.2684,3.029,-0.2667,31,7cc7facc7e,5,hold10,0.0
09-17 15:07,005930,2020,6,10,10,slim5,256,0.001,0.99,500,0.999,0.2527,-0.2144,1.298,-0.3706,35,7cc7facc7e,5,hold10,0.0
09-17 15:08,005930,2020,7,10,10,slim5,256,0.001,0.99,500,0.999,0.3513,-0.1158,1.656,-0.2214,19,7cc7facc7e,5,hold10,0.0
09-17 15:09,005930,2020,8,10,10,slim5,256,0.001,0.99,500,0.999,0.1765,-0.2906,0.929,-0.2867,26,7cc7facc7e,5,hold10,0.0
09-17 15:10,005930,2020,9,10,10,slim5,256,0.001,0.99,500,0.999,0.5183,0.0512,2.202,-0.2644,29,7cc7facc7e,5,hold10,0.0
09-17 15:11,005930,2020,10,10,10,slim5,256,0.001,0.99,500,0.999,0.5487,0.0817,2.79,-0.1899,24,7cc7facc7e,5,hold10,0.0
09-17 15:12,005930,2020,11,10,10,slim5,256,0.001,0.99,500,0.999,0.1226,-0.3444,0.79,-0.2626,34,7cc7facc7e,5,hold10,0.0
09-17 15:13,005930,2020,12,10,10,slim5,256,0.001,0.99,500,0.999,0.1924,-0.2746,1.103,-0.2891,36,7cc7facc7e,5,hold10,0.0
09-17 15:14,005930,2020,13,10,10,slim5,256,0.001,0.99,500,0.999,0.189,-0.278,1.048,-0.1397,15,7cc7facc7e,5,hold10,0.0
09-17 15:15,005930,2020,14,10,10,slim5,256,0.001,0.99,500,0.999,0.1777,-0.2894,0.994,-0.2375,20,7cc7facc7e,5,hold10,0.0
09-17 15:16,005930,2020,15,10,10,slim5,256,0.001,0.99,500,0.999,0.1365,-0.3306,0.762,-0.2995,21,7cc7facc7e,5,hold10,0.0
09-17 15:17,005930,2020,16,10,10,slim5,256,0.001,0.99,500,0.999,0.625,0.1579,2.94,-0.2113,33,7cc7facc7e,5,hold10,0.0
09-17 15:18,005930,2020,17,10,10,slim5,256,0.001,0.99,500,0.999,0.3227,-0.1443,1.611,-0.3072,26,7cc7facc7e,5,hold10,0.0
09-17 15:19,005930,2020,18,10,10,slim5,256,0.001,0.99,500,0.999,0.1787,-0.2884,1.003,-0.2994,25,7cc7facc7e,5,hold10,0.0
09-17 15:20,005930,2020,19,10,10,slim5,256,0.001,0.99,500,0.999,0.1372,-0.3298,0.847,-0.3139,31,7cc7facc7e,5,hold10,0.0
09-17 15:20,005930,2020,20,10,10,slim5,256,0.001,0.99,500,0.999,0.248,-0.219,1.345,-0.2642,29,7cc7facc7e,5,hold10,0.0
09-17 15:21,005930,2018,1,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2012,0.0391,-1.191,-0.2012,34,7cc7facc7e,5,hold10,0.0
09-17 15:21,005930,2018,2,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2558,-0.0156,-1.68,-0.301,22,7cc7facc7e,5,hold10,0.0
09-17 15:22,005930,2018,3,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1594,0.0809,-0.891,-0.2284,28,7cc7facc7e,5,hold10,0.0
09-17 15:22,005930,2018,4,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2631,-0.0228,-1.932,-0.3075,26,7cc7facc7e,5,hold10,0.0
09-17 15:23,005930,2018,5,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2073,0.0329,-1.3,-0.298,32,7cc7facc7e,5,hold10,0.0
09-17 15:23,005930,2018,6,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1203,0.12,-0.645,-0.1914,27,7cc7facc7e,5,hold10,0.0
09-17 15:24,005930,2018,7,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2674,-0.0271,-1.784,-0.319,28,7cc7facc7e,5,hold10,0.0
09-17 15:24,005930,2018,8,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3443,-0.104,-2.459,-0.358,21,7cc7facc7e,5,hold10,0.0
09-17 15:25,005930,2018,9,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2962,-0.0559,-2.106,-0.364,33,7cc7facc7e,5,hold10,0.0
09-17 15:25,005930,2018,10,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1705,0.0698,-1.156,-0.2081,23,7cc7facc7e,5,hold10,0.0
09-17 15:26,005930,2018,11,10,10,slim5,64,0.0003,0.99,500,0.999,-0.258,-0.0177,-1.772,-0.2815,27,7cc7facc7e,5,hold10,0.0
09-17 15:26,005930,2018,12,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1449,0.0954,-0.759,-0.1921,25,7cc7facc7e,5,hold10,0.0
09-17 15:27,005930,2018,13,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1984,0.0419,-1.19,-0.2513,27,7cc7facc7e,5,hold10,0.0
09-17 15:27,005930,2018,14,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2372,0.0031,-1.492,-0.2444,24,7cc7facc7e,5,hold10,0.0
09-17 15:28,005930,2018,15,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3553,-0.115,-2.628,-0.3628,28,7cc7facc7e,5,hold10,0.0
09-17 15:28,005930,2018,16,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3688,-0.1286,-2.685,-0.3762,30,7cc7facc7e,5,hold10,0.0
09-17 15:28,005930,2018,17,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3269,-0.0867,-2.34,-0.3611,25,7cc7facc7e,5,hold10,0.0
09-17 15:29,005930,2018,18,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1636,0.0767,-0.951,-0.2164,29,7cc7facc7e,5,hold10,0.0
09-17 15:29,005930,2018,19,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3807,-0.1404,-2.673,-0.3879,26,7cc7facc7e,5,hold10,0.0
09-17 15:30,005930,2018,20,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1268,0.1135,-0.679,-0.1844,28,7cc7facc7e,5,hold10,0.0
09-17 15:30,005930,2019,1,10,10,slim5,64,0.0003,0.99,500,0.999,0.4445,0.0046,3.077,-0.0977,35,7cc7facc7e,5,hold10,0.0
09-17 15:31,005930,2019,2,10,10,slim5,64,0.0003,0.99,500,0.999,0.344,-0.096,2.453,-0.1221,26,7cc7facc7e,5,hold10,0.0
09-17 15:31,005930,2019,3,10,10,slim5,64,0.0003,0.99,500,0.999,0.19,-0.25,1.437,-0.2224,27,7cc7facc7e,5,hold10,0.0
09-17 15:32,005930,2019,4,10,10,slim5,64,0.0003,0.99,500,0.999,0.2467,-0.1932,1.802,-0.1417,27,7cc7facc7e,5,hold10,0.0
09-17 15:32,005930,2019,5,10,10,slim5,64,0.0003,0.99,500,0.999,0.3976,-0.0423,2.812,-0.0885,33,7cc7facc7e,5,hold10,0.0
09-17 15:33,005930,2019,6,10,10,slim5,64,0.0003,0.99,500,0.999,0.193,-0.247,1.484,-0.1551,31,7cc7facc7e,5,hold10,0.0
09-17 15:33,005930,2019,7,10,10,slim5,64,0.0003,0.99,500,0.999,0.1109,-0.3291,0.885,-0.1639,27,7cc7facc7e,5,hold10,0.0
09-17 15:34,005930,2019,8,10,10,slim5,64,0.0003,0.99,500,0.999,0.1389,-0.3011,1.215,-0.1368,29,7cc7facc7e,5,hold10,0.0
09-17 15:34,005930,2019,9,10,10,slim5,64,0.0003,0.99,500,0.999,0.4656,0.0256,3.208,-0.1496,30,7cc7facc7e,5,hold10,0.0
09-17 15:35,005930,2019,10,10,10,slim5,64,0.0003,0.99,500,0.999,0.3211,-0.1188,2.199,-0.1094,25,7cc7facc7e,5,hold10,0.0
09-17 15:35,005930,2019,11,10,10,slim5,64,0.0003,0.99,500,0.999,0.3465,-0.0935,2.442,-0.1426,30,7cc7facc7e,5,hold10,0.0
09-17 15:36,005930,2019,12,10,10,slim5,64,0.0003,0.99,500,0.999,0.3549,-0.0851,2.629,-0.0633,27,7cc7facc7e,5,hold10,0.0
09-17 15:36,005930,2019,13,10,10,slim5,64,0.0003,0.99,500,0.999,0.0885,-0.3514,0.805,-0.1981,31,7cc7facc7e,5,hold10,0.0
09-17 15:37,005930,2019,14,10,10,slim5,64,0.0003,0.99,500,0.999,0.1238,-0.3161,0.988,-0.2147,26,7cc7facc7e,5,hold10,0.0
09-17 15:37,005930,2019,15,10,10,slim5,64,0.0003,0.99,500,0.999,0.3177,-0.1222,2.359,-0.1789,35,7cc7facc7e,5,hold10,0.0
09-17 15:38,005930,2019,16,10,10,slim5,64,0.0003,0.99,500,0.999,0.1294,-0.3106,1.052,-0.2424,30,7cc7facc7e,5,hold10,0.0
09-17 15:38,005930,2019,17,10,10,slim5,64,0.0003,0.99,500,0.999,0.1446,-0.2954,1.139,-0.205,32,7cc7facc7e,5,hold10,0.0
09-17 15:39,005930,2019,18,10,10,slim5,64,0.0003,0.99,500,0.999,0.1487,-0.2913,1.14,-0.2012,30,7cc7facc7e,5,hold10,0.0
09-17 15:39,005930,2019,19,10,10,slim5,64,0.0003,0.99,500,0.999,0.4721,0.0321,3.268,-0.0976,26,7cc7facc7e,5,hold10,0.0
09-17 15:40,005930,2019,20,10,10,slim5,64,0.0003,0.99,500,0.999,0.2746,-0.1654,1.898,-0.1194,29,7cc7facc7e,5,hold10,0.0
09-17 15:40,005930,2020,1,10,10,slim5,64,0.0003,0.99,500,0.999,0.4619,-0.0051,2.041,-0.3196,30,7cc7facc7e,5,hold10,0.0
09-17 15:41,005930,2020,2,10,10,slim5,64,0.0003,0.99,500,0.999,0.4202,-0.0468,1.933,-0.281,33,7cc7facc7e,5,hold10,0.0
09-17 15:42,005930,2020,3,10,10,slim5,64,0.0003,0.99,500,0.999,0.3989,-0.0681,1.96,-0.2924,23,7cc7facc7e,5,hold10,0.0
09-17 15:43,005930,2020,4,10,10,slim5,64,0.0003,0.99,500,0.999,0.2444,-0.2227,1.435,-0.2756,30,7cc7facc7e,5,hold10,0.0
09-17 15:44,005930,2020,5,10,10,slim5,64,0.0003,0.99,500,0.999,0.3532,-0.1138,1.747,-0.3064,25,7cc7facc7e,5,hold10,0.0
09-17 15:44,005930,2020,6,10,10,slim5,64,0.0003,0.99,500,0.999,0.0451,-0.4219,0.44,-0.301,29,7cc7facc7e,5,hold10,0.0
09-17 15:45,005930,2020,7,10,10,slim5,64,0.0003,0.99,500,0.999,0.4271,-0.04,2.257,-0.2929,33,7cc7facc7e,5,hold10,0.0
09-17 15:46,005930,2020,8,10,10,slim5,64,0.0003,0.99,500,0.999,0.5659,0.0988,2.676,-0.166,25,7cc7facc7e,5,hold10,0.0
09-17 15:46,005930,2020,9,10,10,slim5,64,0.0003,0.99,500,0.999,0.0801,-0.3869,0.558,-0.312,24,7cc7facc7e,5,hold10,0.0
09-17 15:47,005930,2020,10,10,10,slim5,64,0.0003,0.99,500,0.999,0.4377,-0.0293,2.035,-0.2223,30,7cc7facc7e,5,hold10,0.0
09-17 15:48,005930,2020,11,10,10,slim5,64,0.0003,0.99,500,0.999,0.0958,-0.3713,0.678,-0.3378,33,7cc7facc7e,5,hold10,0.0
09-17 15:48,005930,2020,12,10,10,slim5,64,0.0003,0.99,500,0.999,0.572,0.105,2.528,-0.2282,31,7cc7facc7e,5,hold10,0.0
09-17 15:49,005930,2020,13,10,10,slim5,64,0.0003,0.99,500,0.999,0.6818,0.2147,2.816,-0.2986,31,7cc7facc7e,5,hold10,0.0
09-17 15:50,005930,2020,14,10,10,slim5,64,0.0003,0.99,500,0.999,0.2583,-0.2088,1.353,-0.2653,31,7cc7facc7e,5,hold10,0.0
09-17 15:50,005930,2020,15,10,10,slim5,64,0.0003,0.99,500,0.999,0.1831,-0.2839,1.044,-0.274,30,7cc7facc7e,5,hold10,0.0
09-17 15:51,005930,2020,16,10,10,slim5,64,0.0003,0.99,500,0.999,0.3076,-0.1595,1.569,-0.2923,31,7cc7facc7e,5,hold10,0.0
09-17 15:52,005930,2020,17,10,10,slim5,64,0.0003,0.99,500,0.999,0.3998,-0.0673,1.866,-0.3815,32,7cc7facc7e,5,hold10,0.0
09-17 15:52,005930,2020,18,10,10,slim5,64,0.0003,0.99,500,0.999,0.297,-0.1701,1.58,-0.2907,26,7cc7facc7e,5,hold10,0.0
09-17 15:53,005930,2020,19,10,10,slim5,64,0.0003,0.99,500,0.999,0.2494,-0.2177,1.325,-0.3113,32,7cc7facc7e,5,hold10,0.0
09-17 15:53,005930,2020,20,10,10,slim5,64,0.0003,0.99,500,0.999,0.2358,-0.2313,1.25,-0.2652,28,7cc7facc7e,5,hold10,0.0
09-17 15:54,005930,2018,1,10,10,slim5,64,0.003,0.99,500,0.999,-0.2481,-0.0078,-1.771,-0.2817,32,7cc7facc7e,5,hold10,0.0
09-17 15:54,005930,2018,2,10,10,slim5,64,0.003,0.99,500,0.999,-0.3097,-0.0694,-2.191,-0.3241,34,7cc7facc7e,5,hold10,0.0
09-17 15:55,005930,2018,3,10,10,slim5,64,0.003,0.99,500,0.999,-0.2388,0.0015,-1.594,-0.2624,29,7cc7facc7e,5,hold10,0.0
09-17 15:55,005930,2018,4,10,10,slim5,64,0.003,0.99,500,0.999,-0.2786,-0.0383,-1.832,-0.3396,34,7cc7facc7e,5,hold10,0.0
09-17 15:55,005930,2018,5,10,10,slim5,64,0.003,0.99,500,0.999,-0.1755,0.0648,-1.013,-0.1951,15,7cc7facc7e,5,hold10,0.0
09-17 15:56,005930,2018,6,10,10,slim5,64,0.003,0.99,500,0.999,-0.4671,-0.2268,-3.727,-0.4671,32,7cc7facc7e,5,hold10,0.0
09-17 15:56,005930,2018,7,10,10,slim5,64,0.003,0.99,500,0.999,-0.2408,-0.0005,-1.51,-0.275,29,7cc7facc7e,5,hold10,0.0
09-17 15:56,005930,2018,8,10,10,slim5,64,0.003,0.99,500,0.999,-0.3205,-0.0802,-2.288,-0.3284,39,7cc7facc7e,5,hold10,0.0
09-17 15:57,005930,2018,9,10,10,slim5,64,0.003,0.99,500,0.999,-0.1977,0.0425,-1.246,-0.2534,16,7cc7facc7e,5,hold10,0.0
09-17 15:57,005930,2018,10,10,10,slim5,64,0.003,0.99,500,0.999,-0.2611,-0.0209,-1.718,-0.3166,25,7cc7facc7e,5,hold10,0.0
09-17 15:57,005930,2018,11,10,10,slim5,64,0.003,0.99,500,0.999,-0.2866,-0.0463,-1.968,-0.2949,30,7cc7facc7e,5,hold10,0.0
09-17 15:58,005930,2018,12,10,10,slim5,64,0.003,0.99,500,0.999,-0.2025,0.0377,-1.271,-0.245,20,7cc7facc7e,5,hold10,0.0
09-17 15:58,005930,2018,13,10,10,slim5,64,0.003,0.99,500,0.999,-0.1868,0.0535,-1.103,-0.2719,16,7cc7facc7e,5,hold10,0.0
09-17 15:58,005930,2018,14,10,10,slim5,64,0.003,0.99,500,0.999,-0.2704,-0.0301,-1.813,-0.2925,25,7cc7facc7e,5,hold10,0.0
09-17 15:59,005930,2018,15,10,10,slim5,64,0.003,0.99,500,0.999,-0.2601,-0.0198,-1.678,-0.2831,26,7cc7facc7e,5,hold10,0.0
09-17 15:59,005930,2018,16,10,10,slim5,64,0.003,0.99,500,0.999,-0.2298,0.0104,-1.498,-0.3193,34,7cc7facc7e,5,hold10,0.0
09-17 15:59,005930,2018,17,10,10,slim5,64,0.003,0.99,500,0.999,-0.0749,0.1654,-0.541,-0.1393,2,7cc7facc7e,5,hold10,0.0
09-17 15:59,005930,2018,18,10,10,slim5,64,0.003,0.99,500,0.999,-0.2413,-0.0011,-1.558,-0.2783,2,7cc7facc7e,5,hold10,0.0
