time,code,test_year,seed,episodes,window,features,hidden,lr,gamma,target_every,eps_decay,ret,excess_bh,sortino,mdd,trades,data_hash,train_len,churn,penalty
09-16 05:16,5930,2018,3,10,10,slim5,64,0.001,0.99,500,0.999,-0.0413,0.199,-0.091,-0.1459,55,b7c31c3182,3.0,hold3,0.0
09-16 05:16,5930,2018,4,10,10,slim5,64,0.001,0.99,500,0.999,-0.2757,-0.0354,-1.746,-0.282,65,b7c31c3182,3.0,hold3,0.0
09-16 05:16,5930,2018,5,10,10,slim5,64,0.001,0.99,500,0.999,-0.2992,-0.0589,-2.223,-0.3574,51,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2018,6,10,10,slim5,64,0.001,0.99,500,0.999,-0.1969,0.0434,-1.267,-0.2228,43,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2018,7,10,10,slim5,64,0.001,0.99,500,0.999,-0.2138,0.0264,-1.403,-0.223,71,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2018,8,10,10,slim5,64,0.001,0.99,500,0.999,-0.2495,-0.0092,-1.716,-0.2617,53,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2018,9,10,10,slim5,64,0.001,0.99,500,0.999,-0.4253,-0.185,-3.339,-0.4427,70,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2018,10,10,10,slim5,64,0.001,0.99,500,0.999,-0.2847,-0.0445,-2.117,-0.2847,60,b7c31c3182,3.0,hold3,0.0
09-16 05:17,5930,2019,1,10,10,slim5,64,0.001,0.99,500,0.999,0.212,-0.2279,1.615,-0.1562,41,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,2,10,10,slim5,64,0.001,0.99,500,0.999,0.0064,-0.4336,0.184,-0.2176,61,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,3,10,10,slim5,64,0.001,0.99,500,0.999,0.0994,-0.3406,0.805,-0.1828,54,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,4,10,10,slim5,64,0.001,0.99,500,0.999,0.4099,-0.0301,2.986,-0.1223,52,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,5,10,10,slim5,64,0.001,0.99,500,0.999,0.0535,-0.3864,0.51,-0.183,58,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,6,10,10,slim5,64,0.001,0.99,500,0.999,0.3121,-0.1279,2.191,-0.1093,61,b7c31c3182,3.0,hold3,0.0
09-16 05:18,5930,2019,7,10,10,slim5,64,0.001,0.99,500,0.999,0.268,-0.1719,1.935,-0.1429,51,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2019,8,10,10,slim5,64,0.001,0.99,500,0.999,0.1139,-0.326,0.935,-0.1898,63,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2019,9,10,10,slim5,64,0.001,0.99,500,0.999,0.2507,-0.1893,1.875,-0.139,51,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2019,10,10,10,slim5,64,0.001,0.99,500,0.999,0.2495,-0.1904,1.843,-0.1582,48,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2020,1,10,10,slim5,64,0.001,0.99,500,0.999,0.5062,0.0391,2.83,-0.1031,54,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2020,2,10,10,slim5,64,0.001,0.99,500,0.999,0.3266,-0.1405,1.638,-0.2325,57,b7c31c3182,3.0,hold3,0.0
09-16 05:19,5930,2020,3,10,10,slim5,64,0.001,0.99,500,0.999,0.2859,-0.1811,1.551,-0.2806,47,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,4,10,10,slim5,64,0.001,0.99,500,0.999,0.1894,-0.2776,1.136,-0.2748,66,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,5,10,10,slim5,64,0.001,0.99,500,0.999,0.3058,-0.1612,1.529,-0.3117,33,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,6,10,10,slim5,64,0.001,0.99,500,0.999,0.1694,-0.2977,1.041,-0.3071,54,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,7,10,10,slim5,64,0.001,0.99,500,0.999,0.033,-0.434,0.323,-0.2746,65,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,8,10,10,slim5,64,0.001,0.99,500,0.999,0.2279,-0.2392,1.308,-0.2096,45,b7c31c3182,3.0,hold3,0.0
09-16 05:20,5930,2020,9,10,10,slim5,64,0.001,0.99,500,0.999,0.2628,-0.2042,1.45,-0.2691,57,b7c31c3182,3.0,hold3,0.0
09-16 05:21,5930,2020,10,10,10,slim5,64,0.001,0.99,500,0.999,0.2953,-0.1718,1.77,-0.1863,48,b7c31c3182,3.0,hold3,0.0
09-16 05:21,5930,2018,1,10,10,slim5,64,0.001,0.99,500,0.999,-0.3073,-0.067,-2.079,-0.309,28,b7c31c3182,3.0,hold10,0.0
09-16 05:21,5930,2018,2,10,10,slim5,64,0.001,0.99,500,0.999,-0.2251,0.0151,-1.505,-0.2814,28,b7c31c3182,3.0,hold10,0.0
09-16 05:21,5930,2018,3,10,10,slim5,64,0.001,0.99,500,0.999,-0.163,0.0773,-0.998,-0.2522,33,b7c31c3182,3.0,hold10,0.0
09-16 05:21,5930,2018,4,10,10,slim5,64,0.001,0.99,500,0.999,-0.255,-0.0148,-1.672,-0.2929,30,b7c31c3182,3.0,hold10,0.0
09-16 05:21,5930,2018,5,10,10,slim5,64,0.001,0.99,500,0.999,-0.2683,-0.028,-1.792,-0.2849,28,b7c31c3182,3.0,hold10,0.0
09-16 05:22,5930,2018,6,10,10,slim5,64,0.001,0.99,500,0.999,-0.199,0.0413,-1.427,-0.227,25,b7c31c3182,3.0,hold10,0.0
09-16 05:22,5930,2018,7,10,10,slim5,64,0.001,0.99,500,0.999,-0.2394,0.0009,-1.65,-0.283,24,b7c31c3182,3.0,hold10,0.0
09-16 05:23,5930,2018,8,10,10,slim5,64,0.001,0.99,500,0.999,-0.327,-0.0867,-2.344,-0.3286,28,b7c31c3182,3.0,hold10,0.0
09-16 05:24,5930,2018,9,10,10,slim5,64,0.001,0.99,500,0.999,-0.3636,-0.1233,-2.67,-0.3841,31,b7c31c3182,3.0,hold10,0.0
09-16 05:24,5930,2018,10,10,10,slim5,64,0.001,0.99,500,0.999,-0.2389,0.0013,-1.55,-0.2883,23,b7c31c3182,3.0,hold10,0.0
09-16 05:25,5930,2019,1,10,10,slim5,64,0.001,0.99,500,0.999,0.1352,-0.3048,1.147,-0.1523,28,b7c31c3182,3.0,hold10,0.0
09-16 05:25,5930,2019,2,10,10,slim5,64,0.001,0.99,500,0.999,0.2244,-0.2155,1.696,-0.1696,35,b7c31c3182,3.0,hold10,0.0
09-16 05:26,5930,2019,3,10,10,slim5,64,0.001,0.99,500,0.999,0.2352,-0.2048,1.732,-0.114,26,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,4,10,10,slim5,64,0.001,0.99,500,0.999,0.4721,0.0322,3.214,-0.0845,30,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,5,10,10,slim5,64,0.001,0.99,500,0.999,0.1256,-0.3143,1.044,-0.1762,25,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,6,10,10,slim5,64,0.001,0.99,500,0.999,0.3399,-0.1001,2.337,-0.1269,23,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,7,10,10,slim5,64,0.001,0.99,500,0.999,0.4064,-0.0335,2.804,-0.1041,31,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,8,10,10,slim5,64,0.001,0.99,500,0.999,0.341,-0.099,2.43,-0.1005,26,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,9,10,10,slim5,64,0.001,0.99,500,0.999,0.3303,-0.1097,2.418,-0.157,32,b7c31c3182,3.0,hold10,0.0
09-16 05:27,5930,2019,10,10,10,slim5,64,0.001,0.99,500,0.999,0.2013,-0.2387,1.562,-0.1614,31,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,1,10,10,slim5,64,0.001,0.99,500,0.999,0.462,-0.005,2.093,-0.3183,32,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,2,10,10,slim5,64,0.001,0.99,500,0.999,0.2589,-0.2081,1.336,-0.3529,36,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,3,10,10,slim5,64,0.001,0.99,500,0.999,0.0712,-0.3958,0.553,-0.3373,32,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,4,10,10,slim5,64,0.001,0.99,500,0.999,0.2469,-0.2202,1.252,-0.261,30,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,5,10,10,slim5,64,0.001,0.99,500,0.999,0.3261,-0.141,1.929,-0.1997,33,b7c31c3182,3.0,hold10,0.0
09-16 05:28,5930,2020,6,10,10,slim5,64,0.001,0.99,500,0.999,0.2448,-0.2222,1.313,-0.3098,35,b7c31c3182,3.0,hold10,0.0
09-16 05:29,5930,2020,7,10,10,slim5,64,0.001,0.99,500,0.999,0.6182,0.1511,3.458,-0.1309,32,b7c31c3182,3.0,hold10,0.0
09-16 05:29,5930,2020,8,10,10,slim5,64,0.001,0.99,500,0.999,0.4111,-0.056,1.993,-0.3069,31,b7c31c3182,3.0,hold10,0.0
09-16 05:29,5930,2020,9,10,10,slim5,64,0.001,0.99,500,0.999,0.4333,-0.0338,2.114,-0.1969,35,b7c31c3182,3.0,hold10,0.0
09-16 05:29,5930,2020,10,10,10,slim5,64,0.001,0.99,500,0.999,0.4228,-0.0443,2.033,-0.3316,36,b7c31c3182,3.0,hold10,0.0
09-16 05:31,5930,2018,11,10,10,slim5,64,0.001,0.99,500,0.999,-0.3367,-0.0964,-2.545,-0.3382,56,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.1797,0.0605,-1.071,-0.1892,50,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,13,10,10,slim5,64,0.001,0.99,500,0.999,-0.3509,-0.1107,-2.55,-0.3509,58,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,14,10,10,slim5,64,0.001,0.99,500,0.999,-0.3437,-0.1035,-2.548,-0.3719,66,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.2446,-0.0043,-1.803,-0.2778,67,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.2975,-0.0572,-2.197,-0.2989,74,b7c31c3182,3.0,none,0.0
09-16 05:32,5930,2018,17,10,10,slim5,64,0.001,0.99,500,0.999,-0.2937,-0.0535,-2.001,-0.3107,59,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2018,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.3129,-0.0726,-2.149,-0.3265,43,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2018,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.3625,-0.1222,-2.608,-0.3921,59,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2018,20,10,10,slim5,64,0.001,0.99,500,0.999,-0.3077,-0.0674,-2.081,-0.346,67,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2019,11,10,10,slim5,64,0.001,0.99,500,0.999,0.2555,-0.1844,1.83,-0.0888,75,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2019,12,10,10,slim5,64,0.001,0.99,500,0.999,0.141,-0.2989,1.188,-0.1666,43,b7c31c3182,3.0,none,0.0
09-16 05:33,5930,2019,13,10,10,slim5,64,0.001,0.99,500,0.999,0.1565,-0.2835,1.357,-0.1826,81,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,14,10,10,slim5,64,0.001,0.99,500,0.999,0.0142,-0.4258,0.199,-0.1805,56,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,15,10,10,slim5,64,0.001,0.99,500,0.999,0.3574,-0.0825,2.537,-0.1274,93,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,16,10,10,slim5,64,0.001,0.99,500,0.999,0.0161,-0.4239,0.226,-0.1564,82,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,17,10,10,slim5,64,0.001,0.99,500,0.999,0.1067,-0.3332,0.872,-0.1738,60,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,18,10,10,slim5,64,0.001,0.99,500,0.999,0.1032,-0.3367,0.844,-0.1665,75,b7c31c3182,3.0,none,0.0
09-16 05:34,5930,2019,19,10,10,slim5,64,0.001,0.99,500,0.999,0.0569,-0.3831,0.484,-0.1314,62,b7c31c3182,3.0,none,0.0
09-16 05:35,5930,2019,20,10,10,slim5,64,0.001,0.99,500,0.999,0.0526,-0.3873,0.451,-0.1852,55,b7c31c3182,3.0,none,0.0
09-16 05:35,5930,2020,11,10,10,slim5,64,0.001,0.99,500,0.999,0.0892,-0.3778,0.644,-0.3139,53,b7c31c3182,3.0,none,0.0
09-16 05:35,5930,2020,12,10,10,slim5,64,0.001,0.99,500,0.999,0.1873,-0.2798,1.251,-0.1288,54,b7c31c3182,3.0,none,0.0
09-16 05:35,5930,2020,13,10,10,slim5,64,0.001,0.99,500,0.999,0.1989,-0.2682,1.138,-0.3089,63,b7c31c3182,3.0,none,0.0
09-16 05:35,5930,2020,14,10,10,slim5,64,0.001,0.99,500,0.999,0.2684,-0.1987,1.397,-0.2136,63,b7c31c3182,3.0,none,0.0
09-16 05:36,5930,2020,15,10,10,slim5,64,0.001,0.99,500,0.999,0.5197,0.0526,2.618,-0.1781,52,b7c31c3182,3.0,none,0.0
09-16 05:37,5930,2020,16,10,10,slim5,64,0.001,0.99,500,0.999,0.295,-0.1721,1.797,-0.1733,61,b7c31c3182,3.0,none,0.0
09-16 05:37,5930,2020,17,10,10,slim5,64,0.001,0.99,500,0.999,0.1511,-0.3159,0.834,-0.2752,59,b7c31c3182,3.0,none,0.0
09-16 05:37,5930,2020,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.2587,-0.7257,-1.48,-0.3847,78,b7c31c3182,3.0,none,0.0
09-16 05:37,5930,2020,19,10,10,slim5,64,0.001,0.99,500,0.999,0.4455,-0.0215,2.41,-0.2628,51,b7c31c3182,3.0,none,0.0
09-16 05:37,5930,2020,20,10,10,slim5,64,0.001,0.99,500,0.999,0.0015,-0.4655,0.156,-0.2042,67,b7c31c3182,3.0,none,0.0
09-16 05:38,5930,2018,11,10,10,slim5,64,0.001,0.99,500,0.999,-0.28,-0.0397,-1.777,-0.3259,49,b7c31c3182,3.0,hold3,0.0
09-16 05:38,5930,2018,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.21,0.0303,-1.33,-0.2587,55,b7c31c3182,3.0,hold3,0.0
09-16 05:38,5930,2018,13,10,10,slim5,64,0.001,0.99,500,0.999,-0.3049,-0.0646,-2.119,-0.3273,30,b7c31c3182,3.0,hold3,0.0
09-16 05:38,5930,2018,14,10,10,slim5,64,0.001,0.99,500,0.999,-0.3641,-0.1239,-2.742,-0.3715,41,b7c31c3182,3.0,hold3,0.0
09-16 05:38,5930,2018,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.1063,0.134,-0.624,-0.1883,49,b7c31c3182,3.0,hold3,0.0
09-16 05:38,5930,2018,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.219,0.0213,-1.444,-0.2699,51,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2018,17,10,10,slim5,64,0.001,0.99,500,0.999,-0.1415,0.0988,-0.933,-0.2254,69,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2018,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.2115,0.0287,-1.305,-0.2793,45,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2018,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.2139,0.0263,-1.399,-0.2581,57,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2018,20,10,10,slim5,64,0.001,0.99,500,0.999,-0.1835,0.0567,-1.348,-0.2473,50,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2019,11,10,10,slim5,64,0.001,0.99,500,0.999,0.2744,-0.1655,2.014,-0.1158,51,b7c31c3182,3.0,hold3,0.0
09-16 05:39,5930,2019,12,10,10,slim5,64,0.001,0.99,500,0.999,0.0586,-0.3814,0.574,-0.1542,57,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,13,10,10,slim5,64,0.001,0.99,500,0.999,0.3316,-0.1084,2.409,-0.1104,46,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,14,10,10,slim5,64,0.001,0.99,500,0.999,0.1328,-0.3072,1.102,-0.1278,61,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,15,10,10,slim5,64,0.001,0.99,500,0.999,0.0243,-0.4156,0.289,-0.1333,49,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.0267,-0.4666,-0.077,-0.2481,51,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,17,10,10,slim5,64,0.001,0.99,500,0.999,0.0679,-0.372,0.648,-0.1319,43,b7c31c3182,3.0,hold3,0.0
09-16 05:40,5930,2019,18,10,10,slim5,64,0.001,0.99,500,0.999,0.259,-0.181,1.846,-0.1373,55,b7c31c3182,3.0,hold3,0.0
09-16 05:41,5930,2019,19,10,10,slim5,64,0.001,0.99,500,0.999,0.0332,-0.4068,0.37,-0.2033,52,b7c31c3182,3.0,hold3,0.0
09-16 05:41,5930,2019,20,10,10,slim5,64,0.001,0.99,500,0.999,0.1494,-0.2905,1.148,-0.1148,60,b7c31c3182,3.0,hold3,0.0
09-16 05:41,5930,2020,11,10,10,slim5,64,0.001,0.99,500,0.999,0.1039,-0.3632,0.71,-0.2353,68,b7c31c3182,3.0,hold3,0.0
09-16 05:42,5930,2020,12,10,10,slim5,64,0.001,0.99,500,0.999,0.0563,-0.4108,0.5,-0.2497,49,b7c31c3182,3.0,hold3,0.0
09-16 05:42,5930,2020,13,10,10,slim5,64,0.001,0.99,500,0.999,0.2462,-0.2209,1.331,-0.2286,37,b7c31c3182,3.0,hold3,0.0
09-16 05:43,5930,2020,14,10,10,slim5,64,0.001,0.99,500,0.999,0.156,-0.311,0.988,-0.2613,59,b7c31c3182,3.0,hold3,0.0
09-16 05:43,5930,2020,15,10,10,slim5,64,0.001,0.99,500,0.999,0.2459,-0.2211,1.371,-0.2943,52,b7c31c3182,3.0,hold3,0.0
09-16 05:44,5930,2020,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.052,-0.519,-0.084,-0.4115,34,b7c31c3182,3.0,hold3,0.0
09-16 05:45,5930,2020,17,10,10,slim5,64,0.001,0.99,500,0.999,0.6153,0.1482,2.646,-0.1275,61,b7c31c3182,3.0,hold3,0.0
09-16 05:45,5930,2020,18,10,10,slim5,64,0.001,0.99,500,0.999,0.0951,-0.372,0.655,-0.2218,53,b7c31c3182,3.0,hold3,0.0
09-16 05:46,5930,2020,19,10,10,slim5,64,0.001,0.99,500,0.999,0.2054,-0.2617,1.242,-0.3057,48,b7c31c3182,3.0,hold3,0.0
09-16 05:46,5930,2020,20,10,10,slim5,64,0.001,0.99,500,0.999,0.0761,-0.3909,0.551,-0.249,49,b7c31c3182,3.0,hold3,0.0
09-16 05:47,5930,2018,11,10,10,slim5,64,0.001,0.99,500,0.999,-0.3261,-0.0859,-2.36,-0.334,25,b7c31c3182,3.0,hold10,0.0
09-16 05:48,5930,2018,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.3358,-0.0956,-2.461,-0.3506,21,b7c31c3182,3.0,hold10,0.0
09-16 05:48,5930,2018,13,10,10,slim5,64,0.001,0.99,500,0.999,-0.1866,0.0536,-1.115,-0.2284,16,b7c31c3182,3.0,hold10,0.0
09-16 05:49,5930,2018,14,10,10,slim5,64,0.001,0.99,500,0.999,-0.2405,-0.0003,-1.57,-0.2965,25,b7c31c3182,3.0,hold10,0.0
09-16 05:50,5930,2018,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.3117,-0.0714,-2.17,-0.3371,32,b7c31c3182,3.0,hold10,0.0
09-16 05:50,5930,2018,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.2327,0.0076,-1.469,-0.2639,30,b7c31c3182,3.0,hold10,0.0
09-16 05:51,5930,2018,17,10,10,slim5,64,0.001,0.99,500,0.999,-0.2182,0.0221,-1.317,-0.2658,27,b7c31c3182,3.0,hold10,0.0
09-16 05:51,5930,2018,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.0865,0.1538,-0.423,-0.195,31,b7c31c3182,3.0,hold10,0.0
09-16 05:52,5930,2018,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.2527,-0.0124,-1.617,-0.2614,31,b7c31c3182,3.0,hold10,0.0
09-16 05:53,5930,2018,20,10,10,slim5,64,0.001,0.99,500,0.999,-0.2208,0.0195,-1.373,-0.2786,27,b7c31c3182,3.0,hold10,0.0
09-16 05:53,5930,2019,11,10,10,slim5,64,0.001,0.99,500,0.999,0.1964,-0.2435,1.466,-0.1389,27,b7c31c3182,3.0,hold10,0.0
09-16 05:54,5930,2019,12,10,10,slim5,64,0.001,0.99,500,0.999,0.2394,-0.2006,1.773,-0.1542,33,b7c31c3182,3.0,hold10,0.0
09-16 05:54,5930,2019,13,10,10,slim5,64,0.001,0.99,500,0.999,0.1736,-0.2664,1.311,-0.1946,26,b7c31c3182,3.0,hold10,0.0
09-16 05:55,5930,2019,14,10,10,slim5,64,0.001,0.99,500,0.999,0.1235,-0.3165,1.056,-0.1873,30,b7c31c3182,3.0,hold10,0.0
09-16 05:56,5930,2019,15,10,10,slim5,64,0.001,0.99,500,0.999,0.3701,-0.0699,2.809,-0.0992,33,b7c31c3182,3.0,hold10,0.0
09-16 05:56,5930,2019,16,10,10,slim5,64,0.001,0.99,500,0.999,0.1894,-0.2505,1.448,-0.1443,27,b7c31c3182,3.0,hold10,0.0
09-16 05:57,5930,2019,17,10,10,slim5,64,0.001,0.99,500,0.999,0.4475,0.0075,2.979,-0.1479,35,b7c31c3182,3.0,hold10,0.0
09-16 05:57,5930,2019,18,10,10,slim5,64,0.001,0.99,500,0.999,0.1716,-0.2683,1.281,-0.1678,26,b7c31c3182,3.0,hold10,0.0
09-16 05:58,5930,2019,19,10,10,slim5,64,0.001,0.99,500,0.999,0.3153,-0.1247,2.273,-0.1605,27,b7c31c3182,3.0,hold10,0.0
09-16 05:59,5930,2019,20,10,10,slim5,64,0.001,0.99,500,0.999,0.1916,-0.2484,1.517,-0.11,30,b7c31c3182,3.0,hold10,0.0
09-16 05:59,5930,2020,11,10,10,slim5,64,0.001,0.99,500,0.999,0.3154,-0.1516,1.615,-0.3849,38,b7c31c3182,3.0,hold10,0.0
09-16 06:00,5930,2020,12,10,10,slim5,64,0.001,0.99,500,0.999,0.3119,-0.1552,1.459,-0.1816,28,b7c31c3182,3.0,hold10,0.0
09-16 06:01,5930,2020,13,10,10,slim5,64,0.001,0.99,500,0.999,0.4641,-0.0029,2.189,-0.3226,28,b7c31c3182,3.0,hold10,0.0
09-16 06:01,5930,2020,14,10,10,slim5,64,0.001,0.99,500,0.999,0.21,-0.2571,1.062,-0.3153,27,b7c31c3182,3.0,hold10,0.0
09-16 06:02,5930,2020,15,10,10,slim5,64,0.001,0.99,500,0.999,0.2598,-0.2073,1.781,-0.12,18,b7c31c3182,3.0,hold10,0.0
09-16 06:02,5930,2020,16,10,10,slim5,64,0.001,0.99,500,0.999,0.3669,-0.1002,2.105,-0.1275,24,b7c31c3182,3.0,hold10,0.0
09-16 06:03,5930,2020,17,10,10,slim5,64,0.001,0.99,500,0.999,0.3173,-0.1498,1.62,-0.306,31,b7c31c3182,3.0,hold10,0.0
09-16 06:04,5930,2020,18,10,10,slim5,64,0.001,0.99,500,0.999,0.5618,0.0948,2.434,-0.1596,32,b7c31c3182,3.0,hold10,0.0
09-16 06:04,5930,2020,19,10,10,slim5,64,0.001,0.99,500,0.999,0.5297,0.0626,2.981,-0.1064,25,b7c31c3182,3.0,hold10,0.0
09-16 06:05,5930,2020,20,10,10,slim5,64,0.001,0.99,500,0.999,0.7501,0.2831,4.142,-0.1064,26,b7c31c3182,3.0,hold10,0.0
09-16 06:21,5930,2018,1,10,10,slim5,64,0.001,0.99,500,0.999,-0.3073,-0.067,-2.079,-0.309,28,b7c31c3182,3.0,hold10,0.0
09-16 06:21,5930,2018,2,10,10,slim5,64,0.001,0.99,500,0.999,-0.2251,0.0151,-1.505,-0.2814,28,b7c31c3182,3.0,hold10,0.0
09-16 06:21,5930,2018,3,10,10,slim5,64,0.001,0.99,500,0.999,-0.163,0.0773,-0.998,-0.2522,33,b7c31c3182,3.0,hold10,0.0
09-16 06:21,5930,2018,4,10,10,slim5,64,0.001,0.99,500,0.999,-0.255,-0.0148,-1.672,-0.2929,30,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,5,10,10,slim5,64,0.001,0.99,500,0.999,-0.2683,-0.028,-1.792,-0.2849,28,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,6,10,10,slim5,64,0.001,0.99,500,0.999,-0.199,0.0413,-1.427,-0.227,25,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,7,10,10,slim5,64,0.001,0.99,500,0.999,-0.2394,0.0009,-1.65,-0.283,24,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,8,10,10,slim5,64,0.001,0.99,500,0.999,-0.327,-0.0867,-2.344,-0.3286,28,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,9,10,10,slim5,64,0.001,0.99,500,0.999,-0.3636,-0.1233,-2.67,-0.3841,31,b7c31c3182,3.0,hold10,0.0
09-16 06:22,5930,2018,10,10,10,slim5,64,0.001,0.99,500,0.999,-0.2389,0.0013,-1.55,-0.2883,23,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,11,10,10,slim5,64,0.001,0.99,500,0.999,-0.3261,-0.0859,-2.36,-0.334,25,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.3358,-0.0956,-2.461,-0.3506,21,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,13,10,10,slim5,64,0.001,0.99,500,0.999,-0.1866,0.0536,-1.115,-0.2284,16,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,14,10,10,slim5,64,0.001,0.99,500,0.999,-0.2405,-0.0003,-1.57,-0.2965,25,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.3117,-0.0714,-2.17,-0.3371,32,b7c31c3182,3.0,hold10,0.0
09-16 06:23,5930,2018,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.2327,0.0076,-1.469,-0.2639,30,b7c31c3182,3.0,hold10,0.0
09-16 06:24,5930,2018,17,10,10,slim5,64,0.001,0.99,500,0.999,-0.2182,0.0221,-1.317,-0.2658,27,b7c31c3182,3.0,hold10,0.0
09-16 06:24,5930,2018,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.0865,0.1538,-0.423,-0.195,31,b7c31c3182,3.0,hold10,0.0
09-16 06:24,5930,2018,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.2527,-0.0124,-1.617,-0.2614,31,b7c31c3182,3.0,hold10,0.0
09-16 06:24,5930,2018,20,10,10,slim5,64,0.001,0.99,500,0.999,-0.2208,0.0195,-1.373,-0.2786,27,b7c31c3182,3.0,hold10,0.0
